image label x y z rx ry rz timestamp
/dados/ufes/20160825/1472149925.064332.bb3.l.png 33 7757873.02388 -363571.793945 0.0 -0.024499 -0.023145 -0.727357 1472149925.064332
/dados/ufes/20160825/1472149925.562382.bb3.l.png 34 7757876.66819 -363575.144485 0.0 -0.016111 -0.016179 -0.720287 1472149925.562382
/dados/ufes/20160825/1472149926.064568.bb3.l.png 35 7757880.50372 -363578.518952 0.0 -0.017867 0.000834 -0.707829 1472149926.064568
/dados/ufes/20160825/1472149926.760054.bb3.l.png 36 7757885.64818 -363583.020982 0.0 -0.015506 0.00672 -0.708929 1472149926.760054
/dados/ufes/20160825/1472149927.435633.bb3.l.png 37 7757890.37642 -363587.036748 0.0 -0.003339 0.017222 -0.717669 1472149927.435633
/dados/ufes/20160825/1472149927.947594.bb3.l.png 38 7757894.05192 -363590.258822 0.0 -0.00275 0.015829 -0.727141 1472149927.947594
/dados/ufes/20160825/1472149928.441478.bb3.l.png 39 7757898.01463 -363593.812205 0.0 -0.00595 0.014963 -0.725935 1472149928.441478
/dados/ufes/20160825/1472149929.063583.bb3.l.png 40 7757902.01732 -363597.571602 0.0 0.005813 0.027634 -0.718945 1472149929.063583
/dados/ufes/20160825/1472149929.560629.bb3.l.png 41 7757905.68983 -363600.915088 0.0 0.014972 0.03083 -0.717476 1472149929.560629
/dados/ufes/20160825/1472149930.062595.bb3.l.png 42 7757909.38304 -363603.995146 0.0 0.006545 0.03152 -0.707219 1472149930.062595
/dados/ufes/20160825/1472149930.623047.bb3.l.png 43 7757913.5756 -363607.59206 0.0 0.008829 0.032391 -0.712471 1472149930.623047
/dados/ufes/20160825/1472149931.185713.bb3.l.png 44 7757917.81822 -363611.316676 0.0 0.009994 0.036475 -0.71519 1472149931.185713
/dados/ufes/20160825/1472149931.752006.bb3.l.png 45 7757922.13562 -363615.113435 0.0 0.002442 0.037491 -0.714389 1472149931.752006
/dados/ufes/20160825/1472149932.249370.bb3.l.png 46 7757925.85602 -363618.36568 0.0 -0.001616 0.039494 -0.711953 1472149932.249370
/dados/ufes/20160825/1472149932.815446.bb3.l.png 47 7757929.97365 -363622.000239 0.0 -0.006343 0.035491 -0.708393 1472149932.815446
/dados/ufes/20160825/1472149933.373155.bb3.l.png 48 7757933.94579 -363625.458315 0.0 -0.000545 0.033763 -0.711825 1472149933.373155
/dados/ufes/20160825/1472149933.944246.bb3.l.png 49 7757938.23286 -363629.128618 0.0 0.007533 0.02873 -0.704112 1472149933.944246
/dados/ufes/20160825/1472149934.500219.bb3.l.png 50 7757942.1714 -363632.568696 0.0 0.003805 0.051304 -0.711611 1472149934.500219
/dados/ufes/20160825/1472149935.060777.bb3.l.png 51 7757946.14951 -363636.065778 0.0 0.004187 0.045133 -0.717012 1472149935.060777
/dados/ufes/20160825/1472149935.564164.bb3.l.png 52 7757949.74553 -363639.230695 0.0 0.003925 0.043099 -0.73552 1472149935.564164
/dados/ufes/20160825/1472149936.123197.bb3.l.png 53 7757953.43865 -363642.795916 0.0 -0.000583 0.052649 -0.801289 1472149936.123197
/dados/ufes/20160825/1472149936.685729.bb3.l.png 54 7757956.77978 -363646.621979 0.0 -0.012548 0.054533 -0.907552 1472149936.685729
/dados/ufes/20160825/1472149937.312499.bb3.l.png 55 7757959.88822 -363651.168199 0.0 -0.052489 0.034968 -1.068569 1472149937.312499
/dados/ufes/20160825/1472149937.879103.bb3.l.png 56 7757962.00772 -363655.683707 0.0 -0.046425 0.014747 -1.214058 1472149937.879103
/dados/ufes/20160825/1472149938.508389.bb3.l.png 57 7757963.51253 -363660.984204 0.0 -0.063023 0.015573 -1.385341 1472149938.508389
/dados/ufes/20160825/1472149939.127868.bb3.l.png 58 7757964.1616 -363666.421167 0.0 -0.05593 -0.007056 -1.544773 1472149939.127868
/dados/ufes/20160825/1472149939.751607.bb3.l.png 59 7757963.82476 -363672.056538 0.0 -0.067456 -0.012445 -1.72421 1472149939.751607
/dados/ufes/20160825/1472149940.310774.bb3.l.png 60 7757962.66811 -363677.049068 0.0 -0.063004 -0.027888 -1.889842 1472149940.310774
/dados/ufes/20160825/1472149940.877723.bb3.l.png 61 7757960.5931 -363681.996841 0.0 -0.059929 -0.03576 -2.0441 1472149940.877723
/dados/ufes/20160825/1472149941.455397.bb3.l.png 62 7757957.70291 -363686.746781 0.0 -0.076865 -0.027355 -2.201471 1472149941.455397
/dados/ufes/20160825/1472149942.013508.bb3.l.png 63 7757954.28664 -363690.812964 0.0 -0.079686 -0.033385 -2.348439 1472149942.013508
/dados/ufes/20160825/1472149942.568157.bb3.l.png 64 7757950.24582 -363694.447454 0.0 -0.083058 -0.04212 -2.455638 1472149942.568157
/dados/ufes/20160825/1472149943.065095.bb3.l.png 65 7757946.30395 -363697.464911 0.0 -0.078584 -0.042629 -2.485638 1472149943.065095
/dados/ufes/20160825/1472149943.626484.bb3.l.png 66 7757941.80065 -363700.959472 0.0 -0.090317 -0.042541 -2.481743 1472149943.626484
/dados/ufes/20160825/1472149944.128802.bb3.l.png 67 7757937.71568 -363704.048381 0.0 -0.084487 -0.047734 -2.479135 1472149944.128802
/dados/ufes/20160825/1472149944.640596.bb3.l.png 68 7757933.49539 -363707.288776 0.0 -0.090342 -0.046944 -2.47648 1472149944.640596
/dados/ufes/20160825/1472149945.148952.bb3.l.png 69 7757929.22819 -363710.6063 0.0 -0.090411 -0.046997 -2.477621 1472149945.148952
/dados/ufes/20160825/1472149945.588606.bb3.l.png 70 7757925.38832 -363713.575945 0.0 -0.095974 -0.049311 -2.479799 1472149945.588606
/dados/ufes/20160825/1472149946.096089.bb3.l.png 71 7757920.96015 -363716.968975 0.0 -0.086117 -0.058442 -2.481965 1472149946.096089
/dados/ufes/20160825/1472149946.598297.bb3.l.png 72 7757916.59497 -363720.236317 0.0 -0.074541 -0.055094 -2.484716 1472149946.598297
/dados/ufes/20160825/1472149947.101921.bb3.l.png 73 7757912.09243 -363723.682475 0.0 -0.066088 -0.052439 -2.484125 1472149947.101921
/dados/ufes/20160825/1472149947.539938.bb3.l.png 74 7757908.18864 -363726.641923 0.0 -0.05901 -0.057122 -2.484286 1472149947.539938
/dados/ufes/20160825/1472149947.998269.bb3.l.png 75 7757904.11608 -363729.744498 0.0 -0.058479 -0.0545 -2.48541 1472149947.998269
/dados/ufes/20160825/1472149948.449487.bb3.l.png 76 7757900.08395 -363732.823495 0.0 -0.06277 -0.054817 -2.486242 1472149948.449487
/dados/ufes/20160825/1472149948.940363.bb3.l.png 77 7757895.69236 -363736.152471 0.0 -0.054254 -0.052877 -2.476295 1472149948.940363
/dados/ufes/20160825/1472149949.438291.bb3.l.png 78 7757891.1131 -363739.714416 0.0 -0.044966 -0.054434 -2.467928 1472149949.438291
/dados/ufes/20160825/1472149949.924107.bb3.l.png 79 7757886.85994 -363743.063371 0.0 -0.045506 -0.045637 -2.471676 1472149949.924107
/dados/ufes/20160825/1472149950.424529.bb3.l.png 80 7757882.46769 -363746.462933 0.0 -0.033745 -0.048423 -2.475704 1472149950.424529
/dados/ufes/20160825/1472149950.912266.bb3.l.png 81 7757878.10546 -363749.861746 0.0 -0.028229 -0.041378 -2.476308 1472149950.912266
/dados/ufes/20160825/1472149951.409369.bb3.l.png 82 7757873.70686 -363753.241844 0.0 -0.027565 -0.038013 -2.472649 1472149951.409369
/dados/ufes/20160825/1472149951.889648.bb3.l.png 83 7757869.51202 -363756.504479 0.0 -0.023558 -0.036283 -2.476986 1472149951.889648
/dados/ufes/20160825/1472149952.386284.bb3.l.png 84 7757865.101 -363759.945442 0.0 -0.014445 -0.032663 -2.473286 1472149952.386284
/dados/ufes/20160825/1472149952.887341.bb3.l.png 85 7757860.70709 -363763.367374 0.0 -0.006375 -0.029819 -2.469737 1472149952.887341
/dados/ufes/20160825/1472149953.376702.bb3.l.png 86 7757856.3357 -363766.774462 0.0 -0.006839 -0.029135 -2.468066 1472149953.376702
/dados/ufes/20160825/1472149953.873640.bb3.l.png 87 7757851.94506 -363770.285717 0.0 -0.001148 -0.021862 -2.47107 1472149953.873640
/dados/ufes/20160825/1472149954.374889.bb3.l.png 88 7757847.41368 -363773.793648 0.0 -0.004746 -0.019414 -2.475485 1472149954.374889
/dados/ufes/20160825/1472149954.811414.bb3.l.png 89 7757843.50057 -363776.778378 0.0 -0.001905 -0.010413 -2.478579 1472149954.811414
/dados/ufes/20160825/1472149955.248667.bb3.l.png 90 7757839.57475 -363779.806238 0.0 -0.007589 -0.010843 -2.477784 1472149955.248667
/dados/ufes/20160825/1472149955.693918.bb3.l.png 91 7757835.49719 -363782.836552 0.0 -0.001459 -0.006584 -2.48226 1472149955.693918
/dados/ufes/20160825/1472149956.189852.bb3.l.png 92 7757831.05116 -363786.190634 0.0 0.001071 -0.002828 -2.48194 1472149956.189852
/dados/ufes/20160825/1472149956.623800.bb3.l.png 93 7757827.13785 -363789.165831 0.0 0.004128 -2.7e-05 -2.485479 1472149956.623800
/dados/ufes/20160825/1472149957.123592.bb3.l.png 94 7757822.89112 -363792.512124 0.0 0.007361 0.005069 -2.479657 1472149957.123592
/dados/ufes/20160825/1472149957.686398.bb3.l.png 95 7757818.04907 -363796.287585 0.0 0.010769 0.007441 -2.479323 1472149957.686398
/dados/ufes/20160825/1472149958.189825.bb3.l.png 96 7757813.74008 -363799.644675 0.0 0.00904 0.020464 -2.483774 1472149958.189825
/dados/ufes/20160825/1472149958.686213.bb3.l.png 97 7757809.5604 -363802.836711 0.0 -0.00229 0.025486 -2.483131 1472149958.686213
/dados/ufes/20160825/1472149959.186244.bb3.l.png 98 7757805.50949 -363805.940099 0.0 0.01176 0.023619 -2.490183 1472149959.186244
/dados/ufes/20160825/1472149959.748944.bb3.l.png 99 7757801.04489 -363809.338938 0.0 0.008905 0.03673 -2.489969 1472149959.748944
/dados/ufes/20160825/1472149960.315383.bb3.l.png 100 7757796.75297 -363812.599774 0.0 0.013637 0.031721 -2.484407 1472149960.315383
/dados/ufes/20160825/1472149960.877423.bb3.l.png 101 7757792.79205 -363815.620602 0.0 0.008129 0.036928 -2.482064 1472149960.877423
/dados/ufes/20160825/1472149961.498750.bb3.l.png 102 7757788.63007 -363818.884044 0.0 0.010323 0.052484 -2.474915 1472149961.498750
/dados/ufes/20160825/1472149962.311326.bb3.l.png 103 7757784.18868 -363822.350988 0.0 0.010698 0.077851 -2.476151 1472149962.311326
/dados/ufes/20160825/1472149963.373742.bb3.l.png 104 7757779.81774 -363825.793959 0.0 0.010845 0.093242 -2.481361 1472149963.373742
/dados/ufes/20160825/1472149964.828526.bb3.l.png 105 7757775.88751 -363828.752472 0.0 0.011727 0.053874 -2.476421 1472149964.828526
/dados/ufes/20160825/1472149966.326074.bb3.l.png 106 7757771.96411 -363831.813119 0.0 0.013967 0.130647 -2.476883 1472149966.326074
/dados/ufes/20160825/1472149967.505499.bb3.l.png 107 7757767.92061 -363834.927419 0.0 0.021124 0.092999 -2.471332 1472149967.505499
/dados/ufes/20160825/1472149968.561373.bb3.l.png 108 7757763.69967 -363838.21589 0.0 0.013549 0.087577 -2.474406 1472149968.561373
/dados/ufes/20160825/1472149969.373934.bb3.l.png 109 7757759.65248 -363841.315672 0.0 0.027211 0.076245 -2.474211 1472149969.373934
/dados/ufes/20160825/1472149970.186454.bb3.l.png 110 7757755.43377 -363844.539475 0.0 0.011853 0.067779 -2.475296 1472149970.186454
/dados/ufes/20160825/1472149970.937614.bb3.l.png 111 7757751.24216 -363847.771309 0.0 0.016752 0.057154 -2.480633 1472149970.937614
/dados/ufes/20160825/1472149971.624506.bb3.l.png 112 7757747.03641 -363851.029005 0.0 0.011966 0.040686 -2.483014 1472149971.624506
/dados/ufes/20160825/1472149972.248862.bb3.l.png 113 7757742.95913 -363854.13283 0.0 0.019826 0.029055 -2.482686 1472149972.248862
/dados/ufes/20160825/1472149972.950956.bb3.l.png 114 7757738.3489 -363857.633066 0.0 0.026233 0.02655 -2.480609 1472149972.950956
/dados/ufes/20160825/1472149973.625248.bb3.l.png 115 7757734.10276 -363860.816592 0.0 0.026364 0.023955 -2.479967 1472149973.625248
/dados/ufes/20160825/1472149974.311428.bb3.l.png 116 7757730.1126 -363863.933145 0.0 0.022207 0.02319 -2.469887 1472149974.311428
/dados/ufes/20160825/1472149975.249069.bb3.l.png 117 7757725.91047 -363867.12502 0.0 0.012482 0.034235 -2.474674 1472149975.249069
/dados/ufes/20160825/1472149976.874064.bb3.l.png 118 7757721.9148 -363870.24285 0.0 0.016165 0.009111 -2.467796 1472149976.874064
/dados/ufes/20160825/1472149978.696604.bb3.l.png 119 7757717.85175 -363873.307185 0.0 0.02287 0.087212 -2.476394 1472149978.696604
/dados/ufes/20160825/1472149979.878355.bb3.l.png 120 7757713.73596 -363876.491522 0.0 0.005096 0.042681 -2.475006 1472149979.878355
/dados/ufes/20160825/1472149980.811532.bb3.l.png 121 7757709.53428 -363879.736744 0.0 0.005744 0.021191 -2.477577 1472149980.811532
/dados/ufes/20160825/1472149981.626337.bb3.l.png 122 7757705.24861 -363882.936709 0.0 0.017843 0.011041 -2.480238 1472149981.626337
/dados/ufes/20160825/1472149982.331103.bb3.l.png 123 7757701.25086 -363885.99765 0.0 0.006444 -0.004634 -2.48031 1472149982.331103
/dados/ufes/20160825/1472149983.062722.bb3.l.png 124 7757696.88229 -363889.343671 0.0 0.018197 -0.016569 -2.484675 1472149983.062722
/dados/ufes/20160825/1472149983.686752.bb3.l.png 125 7757692.81113 -363892.424156 0.0 0.023332 -0.028869 -2.489634 1472149983.686752
/dados/ufes/20160825/1472149984.320132.bb3.l.png 126 7757688.46725 -363895.762269 0.0 0.018667 -0.040289 -2.488822 1472149984.320132
/dados/ufes/20160825/1472149984.881250.bb3.l.png 127 7757684.47103 -363898.778582 0.0 0.028837 -0.044594 -2.493678 1472149984.881250
/dados/ufes/20160825/1472149985.436648.bb3.l.png 128 7757680.23605 -363901.897669 0.0 0.024988 -0.048217 -2.492521 1472149985.436648
/dados/ufes/20160825/1472149986.000117.bb3.l.png 129 7757675.80218 -363905.240643 0.0 0.017494 -0.055442 -2.490172 1472149986.000117
/dados/ufes/20160825/1472149986.561768.bb3.l.png 130 7757671.38221 -363908.598425 0.0 0.015974 -0.050065 -2.488036 1472149986.561768
/dados/ufes/20160825/1472149987.064370.bb3.l.png 131 7757667.37003 -363911.628117 0.0 0.017775 -0.055579 -2.480446 1472149987.064370
/dados/ufes/20160825/1472149987.561801.bb3.l.png 132 7757663.52382 -363914.609319 0.0 0.021811 -0.052114 -2.479089 1472149987.561801
/dados/ufes/20160825/1472149988.061867.bb3.l.png 133 7757659.67865 -363917.587377 0.0 0.013924 -0.050857 -2.473352 1472149988.061867
/dados/ufes/20160825/1472149988.689679.bb3.l.png 134 7757654.97165 -363921.241892 0.0 0.008995 -0.036281 -2.475486 1472149988.689679
/dados/ufes/20160825/1472149989.249375.bb3.l.png 135 7757650.83849 -363924.486152 0.0 0.013585 -0.031567 -2.47867 1472149989.249375
/dados/ufes/20160825/1472149989.813746.bb3.l.png 136 7757646.69 -363927.697651 0.0 0.019153 -0.022503 -2.474774 1472149989.813746
/dados/ufes/20160825/1472149990.436796.bb3.l.png 137 7757642.20637 -363931.161789 0.0 0.014481 -0.016642 -2.476787 1472149990.436796
/dados/ufes/20160825/1472149990.936779.bb3.l.png 138 7757638.55051 -363934.003557 0.0 0.010896 0.006055 -2.469573 1472149990.936779
/dados/ufes/20160825/1472149991.564417.bb3.l.png 139 7757634.20251 -363937.373064 0.0 0.013865 0.001068 -2.470066 1472149991.564417
/dados/ufes/20160825/1472149992.191584.bb3.l.png 140 7757629.69895 -363940.892853 0.0 0.018375 -0.001105 -2.474385 1472149992.191584
/dados/ufes/20160825/1472149992.817484.bb3.l.png 141 7757625.05327 -363944.446085 0.0 0.014811 0.009774 -2.478499 1472149992.817484
/dados/ufes/20160825/1472149993.316320.bb3.l.png 142 7757621.27206 -363947.345969 0.0 0.018312 0.002102 -2.482488 1472149993.316320
/dados/ufes/20160825/1472149993.879169.bb3.l.png 143 7757616.82767 -363950.723916 0.0 0.006565 0.011556 -2.484549 1472149993.879169
/dados/ufes/20160825/1472149994.499775.bb3.l.png 144 7757611.87057 -363954.506587 0.0 0.004999 0.004843 -2.485983 1472149994.499775
/dados/ufes/20160825/1472149994.936932.bb3.l.png 145 7757608.10745 -363957.374113 0.0 0.003423 -0.007196 -2.486479 1472149994.936932
/dados/ufes/20160825/1472149995.442231.bb3.l.png 146 7757603.82208 -363960.680334 0.0 0.002859 -0.003183 -2.477371 1472149995.442231
/dados/ufes/20160825/1472149995.936878.bb3.l.png 147 7757599.59899 -363963.987981 0.0 -0.002006 -0.01092 -2.46785 1472149995.936878
/dados/ufes/20160825/1472149996.382847.bb3.l.png 148 7757595.71033 -363967.077969 0.0 0.004602 -0.015764 -2.469098 1472149996.382847
/dados/ufes/20160825/1472149996.817146.bb3.l.png 149 7757591.78396 -363970.165401 0.0 0.012332 -0.013801 -2.473512 1472149996.817146
/dados/ufes/20160825/1472149997.261863.bb3.l.png 150 7757587.75403 -363973.372348 0.0 0.011112 -0.020471 -2.482854 1472149997.261863
/dados/ufes/20160825/1472149997.697284.bb3.l.png 151 7757583.6494 -363976.432803 0.0 0.011654 -0.017068 -2.494023 1472149997.697284
/dados/ufes/20160825/1472149998.200529.bb3.l.png 152 7757578.88407 -363979.882901 0.0 0.015231 -0.018196 -2.498833 1472149998.200529
/dados/ufes/20160825/1472149998.626040.bb3.l.png 153 7757574.83193 -363982.8278 0.0 0.020209 -0.021307 -2.508048 1472149998.626040
/dados/ufes/20160825/1472149999.124487.bb3.l.png 154 7757570.02932 -363986.278625 0.0 0.016137 -0.019502 -2.516588 1472149999.124487
/dados/ufes/20160825/1472149999.502986.bb3.l.png 155 7757566.3404 -363988.911153 0.0 0.012833 -0.016143 -2.526022 1472149999.502986
/dados/ufes/20160825/1472149999.938778.bb3.l.png 156 7757562.02417 -363991.880749 0.0 0.014318 -0.018742 -2.547429 1472149999.938778
/dados/ufes/20160825/1472150000.441756.bb3.l.png 157 7757556.99529 -363995.228107 0.0 0.012076 -0.024 -2.566079 1472150000.441756
/dados/ufes/20160825/1472150000.818612.bb3.l.png 158 7757553.15873 -363997.600901 0.0 0.00764 -0.040108 -2.583826 1472150000.818612
/dados/ufes/20160825/1472150001.258098.bb3.l.png 159 7757548.63047 -364000.351856 0.0 0.006726 -0.025517 -2.598754 1472150001.258098
/dados/ufes/20160825/1472150001.759544.bb3.l.png 160 7757543.51046 -364003.350998 0.0 0.00454 -0.015997 -2.610971 1472150001.759544
/dados/ufes/20160825/1472150002.260798.bb3.l.png 161 7757538.53879 -364006.189304 0.0 0.005854 -0.010168 -2.613392 1472150002.260798
/dados/ufes/20160825/1472150002.694820.bb3.l.png 162 7757534.25983 -364008.684844 0.0 0.009628 -0.003852 -2.610996 1472150002.694820
/dados/ufes/20160825/1472150003.193779.bb3.l.png 163 7757529.30573 -364011.541589 0.0 0.008553 -0.005148 -2.59941 1472150003.193779
/dados/ufes/20160825/1472150003.687030.bb3.l.png 164 7757524.55568 -364014.410297 0.0 0.016834 0.004777 -2.572831 1472150003.687030
/dados/ufes/20160825/1472150004.190719.bb3.l.png 165 7757519.96355 -364017.398794 0.0 0.018393 0.00913 -2.534491 1472150004.190719
/dados/ufes/20160825/1472150004.813882.bb3.l.png 166 7757514.42537 -364021.236382 0.0 0.029432 0.006006 -2.496351 1472150004.813882
/dados/ufes/20160825/1472150005.255809.bb3.l.png 167 7757510.50675 -364024.278315 0.0 0.035773 0.010118 -2.47166 1472150005.255809
/dados/ufes/20160825/1472150005.813602.bb3.l.png 168 7757505.87205 -364027.918305 0.0 0.041123 0.013719 -2.461543 1472150005.813602
/dados/ufes/20160825/1472150006.321547.bb3.l.png 169 7757501.74706 -364031.205311 0.0 0.045496 0.013176 -2.454465 1472150006.321547
/dados/ufes/20160825/1472150006.825704.bb3.l.png 170 7757497.82264 -364034.339748 0.0 0.044981 0.015096 -2.449773 1472150006.825704
/dados/ufes/20160825/1472150007.321881.bb3.l.png 171 7757493.90994 -364037.527371 0.0 0.052315 0.018063 -2.437216 1472150007.321881
/dados/ufes/20160825/1472150007.821084.bb3.l.png 172 7757490.19554 -364040.724169 0.0 0.05302 0.020295 -2.420229 1472150007.821084
/dados/ufes/20160825/1472150008.374667.bb3.l.png 173 7757486.02519 -364044.434391 0.0 0.05294 0.024957 -2.413466 1472150008.374667
/dados/ufes/20160825/1472150008.874607.bb3.l.png 174 7757482.54825 -364047.499787 0.0 0.053775 0.031098 -2.418407 1472150008.874607
/dados/ufes/20160825/1472150009.439657.bb3.l.png 175 7757478.45844 -364051.015211 0.0 0.052209 0.035621 -2.442648 1472150009.439657
/dados/ufes/20160825/1472150009.999707.bb3.l.png 176 7757474.49847 -364054.223855 0.0 0.048096 0.040927 -2.466835 1472150009.999707
/dados/ufes/20160825/1472150010.562989.bb3.l.png 177 7757470.41186 -364057.347107 0.0 0.04142 0.04555 -2.491653 1472150010.562989
/dados/ufes/20160825/1472150011.133119.bb3.l.png 178 7757466.26737 -364060.416114 0.0 0.040752 0.047559 -2.510054 1472150011.133119
/dados/ufes/20160825/1472150011.749650.bb3.l.png 179 7757461.77848 -364063.620525 0.0 0.02799 0.047371 -2.530181 1472150011.749650
/dados/ufes/20160825/1472150012.312292.bb3.l.png 180 7757457.45574 -364066.458386 0.0 0.02328 0.049722 -2.56376 1472150012.312292
/dados/ufes/20160825/1472150012.884666.bb3.l.png 181 7757452.99917 -364069.236 0.0 0.018203 0.045148 -2.598885 1472150012.884666
/dados/ufes/20160825/1472150013.562242.bb3.l.png 182 7757447.74747 -364072.232401 0.0 0.003088 0.040721 -2.641553 1472150013.562242
/dados/ufes/20160825/1472150014.191254.bb3.l.png 183 7757442.92379 -364074.730572 0.0 -0.000336 0.049063 -2.678752 1472150014.191254
/dados/ufes/20160825/1472150014.874750.bb3.l.png 184 7757438.1515 -364077.012438 0.0 -0.002027 0.049614 -2.706828 1472150014.874750
/dados/ufes/20160825/1472150015.564025.bb3.l.png 185 7757433.60607 -364079.010418 0.0 -0.007116 0.040573 -2.731571 1472150015.564025
/dados/ufes/20160825/1472150016.381723.bb3.l.png 186 7757428.31994 -364081.184133 0.0 -0.007832 0.036174 -2.747201 1472150016.381723
/dados/ufes/20160825/1472150017.001890.bb3.l.png 187 7757423.91777 -364082.929308 0.0 -0.008683 0.034838 -2.771239 1472150017.001890
/dados/ufes/20160825/1472150017.692004.bb3.l.png 188 7757418.79073 -364084.784515 0.0 -0.007437 0.03388 -2.800434 1472150017.692004
/dados/ufes/20160825/1472150018.257317.bb3.l.png 189 7757414.43321 -364086.276898 0.0 -0.007565 0.029388 -2.819115 1472150018.257317
/dados/ufes/20160825/1472150018.881694.bb3.l.png 190 7757409.47213 -364087.808601 0.0 -0.011155 0.030059 -2.838507 1472150018.881694
