timestamp, x, y, label
1397835787.6165680885314941406250000, 7757170.234, -363631.435, 92
1397835792.4915699958801269531250000, 7757185.136, -363604.873, 93
1397835796.7416779994964599609375000, 7757210.461, -363588.082, 94
1397835800.8667221069335937500000000, 7757235.673, -363570.597, 95
1397835805.2416958808898925781250000, 7757259.049, -363551.299, 96
1397835809.7417519092559814453125000, 7757281.312, -363530.146, 97
1397835813.9917418956756591796875000, 7757302.664, -363508.94, 98
1397835818.8668138980865478515625000, 7757328.425, -363492.66, 99
1397835823.6168859004974365234375000, 7757358.139, -363499.504, 100
1397835827.8669090270996093750000000, 7757384.84, -363514.143, 101
1397835832.2419300079345703125000000, 7757405.615, -363536.885, 102
1397835836.3669600486755371093750000, 7757424.062, -363560.886, 103
1397835840.3670070171356201171875000, 7757442.482, -363585.047, 104
1397835844.6169331073760986328125000, 7757460.912, -363609.323, 105
1397835849.2419490814208984375000000, 7757479.346, -363633.011, 106
1397835854.4919879436492919921875000, 7757503.915, -363651.361, 107
1397835858.9920248985290527343750000, 7757533.406, -363659.177, 108
1397835863.6171948909759521484375000, 7757564.083, -363659.694, 109
1397835869.2422120571136474609375000, 7757594.197, -363653.889, 110
1397835873.9922690391540527343750000, 7757622.49, -363643.349, 111
