timestamp, x, y, label
1397835393.8631451129913330078125000, 7757881.499, -363579.097, 47
1397835394.4882290363311767578125000, 7757885.287, -363582.412, 48
1397835395.1131339073181152343750000, 7757889.145, -363585.762, 49
1397835395.7381920814514160156250000, 7757893.089, -363589.219, 50
1397835396.3631370067596435546875000, 7757897.028, -363592.769, 51
1397835396.9882309436798095703125000, 7757901.049, -363596.329, 52
1397835397.6131889820098876953125000, 7757905.213, -363599.963, 53
1397835398.2382149696350097656250000, 7757909.344, -363603.635, 54
1397835398.8633079528808593750000000, 7757913.624, -363607.428, 55
1397835399.4882509708404541015625000, 7757917.89, -363611.316, 56
1397835400.1132531166076660156250000, 7757922.218, -363615.148, 57
1397835400.7382490634918212890625000, 7757926.596, -363619.034, 58
1397835401.3632490634918212890625000, 7757931.039, -363622.955, 59
1397835401.9882628917694091796875000, 7757935.421, -363626.756, 60
1397835402.6132619380950927734375000, 7757939.895, -363630.607, 61
1397835403.2383170127868652343750000, 7757944.414, -363634.514, 62
1397835403.8632891178131103515625000, 7757948.895, -363638.38, 63
1397835404.4883170127868652343750000, 7757953.033, -363642.296, 64
1397835405.1132810115814208984375000, 7757956.628, -363646.415, 65
1397835405.7382829189300537109375000, 7757959.601, -363650.927, 66
1397835406.4882879257202148437500000, 7757961.962, -363656.182, 67
1397835407.2383689880371093750000000, 7757963.341, -363661.535, 68
1397835407.9883289337158203125000000, 7757963.836, -363667.09, 69
1397835408.7383170127868652343750000, 7757963.334, -363672.422, 70
1397835409.4883160591125488281250000, 7757961.964, -363677.441, 71
1397835410.2382609844207763671875000, 7757959.813, -363682.181, 72
1397835410.9883060455322265625000000, 7757956.942, -363686.551, 73
1397835411.7383749485015869140625000, 7757953.218, -363690.756, 74
1397835412.4883799552917480468750000, 7757949.067, -363694.481, 75
1397835413.2383410930633544921875000, 7757944.689, -363698.136, 76
1397835413.9883749485015869140625000, 7757940.396, -363701.563, 77
1397835414.7383859157562255859375000, 7757935.921, -363705.116, 78
1397835415.4883821010589599609375000, 7757931.36, -363708.716, 79
1397835416.2384390830993652343750000, 7757926.813, -363712.276, 80
1397835416.9883980751037597656250000, 7757922.173, -363715.871, 81
1397835417.7383649349212646484375000, 7757917.48, -363719.324, 82
1397835418.4884829521179199218750000, 7757912.889, -363722.844, 83
1397835419.2383809089660644531250000, 7757908.278, -363726.373, 84
1397835419.9884200096130371093750000, 7757903.651, -363729.956, 85
1397835420.7385039329528808593750000, 7757898.962, -363733.572, 86
1397835421.4884769916534423828125000, 7757894.259, -363737.213, 87
1397835422.2384960651397705078125000, 7757889.626, -363740.765, 88
1397835422.9885079860687255859375000, 7757884.926, -363744.326, 89
1397835423.7384870052337646484375000, 7757880.229, -363747.913, 90
1397835424.4885129928588867187500000, 7757875.541, -363751.459, 91
1397835425.2384679317474365234375000, 7757870.961, -363754.981, 92
1397835425.9885060787200927734375000, 7757866.394, -363758.487, 93
1397835426.7385480403900146484375000, 7757861.815, -363762.01, 94
1397835427.4885139465332031250000000, 7757857.221, -363765.529, 95
1397835428.2385010719299316406250000, 7757852.713, -363769.043, 96
1397835428.9885749816894531250000000, 7757848.204, -363772.573, 97
1397835429.7385029792785644531250000, 7757843.639, -363776.042, 98
1397835430.4885408878326416015625000, 7757839.11, -363779.465, 99
1397835431.2385249137878417968750000, 7757834.518, -363782.887, 100
1397835431.9885549545288085937500000, 7757830.007, -363786.401, 101
1397835432.7384490966796875000000000, 7757825.814, -363789.586, 102
1397835433.4885840415954589843750000, 7757821.474, -363792.822, 103
1397835434.2385420799255371093750000, 7757817.01, -363796.171, 104
1397835434.9886078834533691406250000, 7757812.646, -363799.511, 105
1397835435.7385969161987304687500000, 7757808.286, -363802.87, 106
1397835436.4885759353637695312500000, 7757804.038, -363806.146, 107
1397835437.2385730743408203125000000, 7757799.704, -363809.494, 108
1397835437.9885919094085693359375000, 7757795.511, -363812.775, 109
1397835438.7385919094085693359375000, 7757791.359, -363816.062, 110
1397835439.4885630607604980468750000, 7757787.077, -363819.351, 111
1397835440.3635818958282470703125000, 7757782.816, -363822.702, 112
1397835441.6136159896850585937500000, 7757778.569, -363826.041, 113
1397835443.1136479377746582031250000, 7757774.556, -363829.12, 114
1397835444.6137189865112304687500000, 7757770.555, -363832.176, 115
1397835445.8637011051177978515625000, 7757766.118, -363835.573, 116
1397835446.8636410236358642578125000, 7757761.827, -363838.868, 117
1397835447.7387030124664306640625000, 7757757.616, -363842.074, 118
1397835448.4887039661407470703125000, 7757753.603, -363845.122, 119
1397835449.2386279106140136718750000, 7757749.431, -363848.325, 120
1397835449.9887089729309082031250000, 7757745.135, -363851.647, 121
1397835450.7386710643768310546875000, 7757740.764, -363855.024, 122
1397835451.4886751174926757812500000, 7757736.387, -363858.428, 123
1397835452.2387099266052246093750000, 7757732.326, -363861.602, 124
1397835453.2386629581451416015625000, 7757727.898, -363865.002, 125
1397835454.4887740612030029296875000, 7757723.673, -363868.236, 126
1397835455.8637208938598632812500000, 7757719.553, -363871.364, 127
1397835457.1137518882751464843750000, 7757715.186, -363874.718, 128
1397835458.1137809753417968750000000, 7757710.837, -363878.043, 129
1397835458.9887769222259521484375000, 7757706.575, -363881.336, 130
1397835459.7387700080871582031250000, 7757702.559, -363884.319, 131
1397835460.4888000488281250000000000, 7757698.351, -363887.556, 132
1397835461.2387349605560302734375000, 7757693.931, -363890.955, 133
1397835461.9888410568237304687500000, 7757689.3, -363894.596, 134
1397835462.6138079166412353515625000, 7757685.297, -363897.674, 135
1397835463.2388639450073242187500000, 7757681.171, -363900.829, 136
1397835463.8638238906860351562500000, 7757677.153, -363903.915, 137
1397835464.4887828826904296875000000, 7757673.077, -363907.044, 138
1397835465.1138250827789306640625000, 7757668.937, -363910.204, 139
1397835465.7387928962707519531250000, 7757664.863, -363913.347, 140
1397835466.3638620376586914062500000, 7757660.71, -363916.526, 141
1397835466.9890799522399902343750000, 7757656.595, -363919.703, 142
1397835467.6138439178466796875000000, 7757652.527, -363922.881, 143
1397835468.2388310432434082031250000, 7757648.416, -363926.049, 144
1397835468.8638329505920410156250000, 7757644.328, -363929.235, 145
1397835469.4888379573822021484375000, 7757640.231, -363932.421, 146
1397835470.1138620376586914062500000, 7757636.201, -363935.558, 147
1397835470.7389059066772460937500000, 7757632.096, -363938.708, 148
1397835471.3638799190521240234375000, 7757628.043, -363941.795, 149
1397835471.9888839721679687500000000, 7757624.044, -363944.86, 150
1397835472.6139810085296630859375000, 7757620.048, -363947.891, 151
1397835473.3638980388641357421875000, 7757615.368, -363951.401, 152
1397835474.1138970851898193359375000, 7757610.807, -363954.839, 153
1397835474.8639230728149414062500000, 7757606.331, -363958.274, 154
1397835475.6139230728149414062500000, 7757602.005, -363961.59, 155
1397835476.3639221191406250000000000, 7757597.786, -363964.837, 156
1397835477.1139678955078125000000000, 7757593.698, -363967.986, 157
1397835477.8639481067657470703125000, 7757589.576, -363971.229, 158
1397835478.6139450073242187500000000, 7757585.595, -363974.33, 159
1397835479.4889659881591796875000000, 7757580.993, -363977.881, 160
1397835480.2389690876007080078125000, 7757576.933, -363981.015, 161
1397835480.9889569282531738281250000, 7757572.666, -363984.26, 162
1397835481.7390029430389404296875000, 7757568.509, -363987.442, 163
1397835482.4889740943908691406250000, 7757564.404, -363990.483, 164
1397835483.2389359474182128906250000, 7757560.284, -363993.355, 165
1397835483.9890320301055908203125000, 7757556.073, -363996.196, 166
1397835484.8639929294586181640625000, 7757551.223, -363999.151, 167
1397835485.6140561103820800781250000, 7757546.817, -364001.694, 168
1397835486.3640410900115966796875000, 7757542.126, -364004.325, 169
1397835487.1140151023864746093750000, 7757537.498, -364006.97, 170
1397835487.8640480041503906250000000, 7757532.955, -364009.609, 171
1397835488.6139569282531738281250000, 7757528.254, -364012.322, 172
1397835489.3640360832214355468750000, 7757523.503, -364015.078, 173
1397835490.1140620708465576171875000, 7757518.604, -364018.034, 174
1397835490.8640329837799072265625000, 7757513.696, -364021.001, 175
1397835491.6140289306640625000000000, 7757508.817, -364024.171, 176
1397835492.3640680313110351562500000, 7757504.19, -364027.412, 177
1397835493.1140530109405517578125000, 7757499.664, -364030.977, 178
1397835493.8640520572662353515625000, 7757495.254, -364034.858, 179
1397835494.6140921115875244140625000, 7757490.896, -364038.963, 180
1397835495.2390658855438232421875000, 7757487.254, -364042.443, 181
1397835495.8640899658203125000000000, 7757483.562, -364045.878, 182
1397835496.4890439510345458984375000, 7757479.832, -364049.217, 183
1397835497.2390871047973632812500000, 7757475.273, -364053.108, 184
1397835497.8640871047973632812500000, 7757471.318, -364056.363, 185
1397835498.4890730381011962890625000, 7757467.375, -364059.455, 186
1397835499.1140809059143066406250000, 7757463.162, -364062.508, 187
1397835499.7391760349273681640625000, 7757458.695, -364065.54, 188
1397835500.3641049861907958984375000, 7757454.128, -364068.339, 189
1397835500.9891240596771240234375000, 7757449.538, -364070.93, 190
1397835501.6141149997711181640625000, 7757444.817, -364073.327, 191
1397835502.2391300201416015625000000, 7757439.828, -364075.703, 192
1397835502.8641901016235351562500000, 7757434.888, -364077.842, 193
1397835503.4891450405120849609375000, 7757429.986, -364079.943, 194
1397835504.1141500473022460937500000, 7757424.857, -364081.944, 195
1397835504.7391390800476074218750000, 7757419.61, -364083.915, 196
1397835505.3641889095306396484375000, 7757414.347, -364085.727, 197
1397835505.9891541004180908203125000, 7757409.061, -364087.457, 198
1397835506.6141839027404785156250000, 7757403.799, -364089.119, 199
1397835507.2392020225524902343750000, 7757398.478, -364090.732, 200
1397835507.8641829490661621093750000, 7757393.211, -364092.125, 201
1397835508.4891989231109619140625000, 7757387.842, -364093.489, 202
1397835509.1141619682312011718750000, 7757382.536, -364094.753, 203
1397835509.7391700744628906250000000, 7757377.222, -364095.898, 204
1397835510.4892020225524902343750000, 7757371.338, -364097.054, 205
1397835511.2392060756683349609375000, 7757366.121, -364097.976, 206
1397835512.1142261028289794921875000, 7757360.861, -364098.803, 207
1397835513.1142160892486572265625000, 7757355.522, -364099.553, 208
1397835514.3642370700836181640625000, 7757348.936, -364100.394, 209
1397835515.3642270565032958984375000, 7757343.79, -364100.787, 210
1397835516.3642470836639404296875000, 7757338.279, -364101.11, 211
1397835517.3642499446868896484375000, 7757332.747, -364101.245, 212
1397835518.3642849922180175781250000, 7757327.173, -364101.121, 213
1397835519.3642721176147460937500000, 7757321.677, -364100.892, 214
1397835520.3642919063568115234375000, 7757316.401, -364100.541, 215
1397835521.4892981052398681640625000, 7757311.382, -364100.078, 216
1397835522.7393109798431396484375000, 7757306.237, -364099.51, 217
1397835524.1143310070037841796875000, 7757300.846, -364098.875, 218
1397835525.2393329143524169921875000, 7757295.791, -364098.275, 219
1397835526.2393410205841064453125000, 7757290.661, -364097.64, 220
1397835527.2393200397491455078125000, 7757285.032, -364096.873, 221
1397835528.1143929958343505859375000, 7757279.976, -364096.206, 222
1397835528.9893610477447509765625000, 7757274.743, -364095.426, 223
1397835529.8643689155578613281250000, 7757269.213, -364094.608, 224
1397835530.7393829822540283203125000, 7757263.574, -364093.82, 225
1397835531.6144111156463623046875000, 7757258.046, -364093.098, 226
1397835532.4894099235534667968750000, 7757252.393, -364092.237, 227
1397835533.3643419742584228515625000, 7757246.695, -364091.441, 228
1397835534.2393789291381835937500000, 7757241.029, -364090.535, 229
1397835535.1144111156463623046875000, 7757235.491, -364089.636, 230
1397835535.9894359111785888671875000, 7757229.894, -364088.565, 231
1397835536.7394309043884277343750000, 7757224.897, -364087.522, 232
1397835537.4894371032714843750000000, 7757219.801, -364086.445, 233
1397835538.2393910884857177734375000, 7757214.653, -364085.316, 234
1397835538.9894800186157226562500000, 7757209.416, -364084.14, 235
1397835539.7394540309906005859375000, 7757204.223, -364082.993, 236
1397835540.4894530773162841796875000, 7757199.061, -364081.837, 237
1397835541.2394640445709228515625000, 7757193.716, -364080.677, 238
1397835541.9894669055938720703125000, 7757188.401, -364079.508, 239
1397835542.7394659519195556640625000, 7757183.062, -364078.43, 240
1397835543.4894831180572509765625000, 7757177.68, -364077.555, 241
1397835544.2395250797271728515625000, 7757172.436, -364076.916, 242
1397835544.9895730018615722656250000, 7757166.933, -364076.479, 243
1397835545.7394659519195556640625000, 7757161.554, -364076.183, 244
1397835546.4895579814910888671875000, 7757156.154, -364075.903, 245
1397835547.2395479679107666015625000, 7757150.691, -364075.589, 246
1397835547.9895539283752441406250000, 7757145.173, -364075.254, 247
1397835548.7395040988922119140625000, 7757139.771, -364074.778, 248
1397835549.4895660877227783203125000, 7757134.438, -364074.175, 249
1397835550.2395660877227783203125000, 7757128.957, -364073.344, 250
1397835550.9895379543304443359375000, 7757123.417, -364072.454, 251
1397835551.7395930290222167968750000, 7757118.031, -364071.619, 252
1397835552.4895699024200439453125000, 7757112.635, -364070.768, 253
1397835553.2395560741424560546875000, 7757107.185, -364070.007, 254
1397835553.9895780086517333984375000, 7757101.783, -364069.262, 255
1397835554.7395939826965332031250000, 7757096.568, -364068.575, 256
1397835555.4895761013031005859375000, 7757091.434, -364067.909, 257
1397835556.3646020889282226562500000, 7757085.809, -364067.273, 258
1397835557.2395780086517333984375000, 7757080.479, -364066.909, 259
1397835558.1145939826965332031250000, 7757075.296, -364066.779, 260
1397835558.9896209239959716796875000, 7757070.032, -364066.774, 261
1397835559.8646190166473388671875000, 7757064.613, -364066.734, 262
1397835560.6146230697631835937500000, 7757059.594, -364066.544, 263
1397835561.3646240234375000000000000, 7757054.404, -364066.193, 264
1397835562.1145770549774169921875000, 7757048.749, -364065.684, 265
1397835562.8646349906921386718750000, 7757042.863, -364065.005, 266
1397835563.6146490573883056640625000, 7757037.021, -364064.27, 267
1397835564.3646609783172607421875000, 7757031.215, -364063.509, 268
1397835564.9896600246429443359375000, 7757026.213, -364062.84, 269
1397835565.6147010326385498046875000, 7757021.239, -364062.178, 270
1397835566.3647398948669433593750000, 7757015.33, -364061.371, 271
1397835566.9896988868713378906250000, 7757010.005, -364060.658, 272
1397835567.6146941184997558593750000, 7757004.714, -364059.932, 273
1397835568.2396891117095947265625000, 7756999.28, -364059.085, 274
1397835568.8647289276123046875000000, 7756993.699, -364058.318, 275
1397835569.4897320270538330078125000, 7756987.981, -364057.547, 276
1397835570.1146221160888671875000000, 7756982.215, -364056.766, 277
1397835570.7397570610046386718750000, 7756976.433, -364055.866, 278
1397835571.3647279739379882812500000, 7756970.653, -364055.086, 279
1397835571.9897038936614990234375000, 7756964.853, -364054.297, 280
1397835572.6147189140319824218750000, 7756959.263, -364053.531, 281
1397835573.2397730350494384765625000, 7756953.63, -364052.764, 282
1397835573.8646860122680664062500000, 7756948.165, -364052.077, 283
1397835574.4896500110626220703125000, 7756942.954, -364051.427, 284
1397835575.1147499084472656250000000, 7756937.778, -364050.789, 285
1397835575.7398099899291992187500000, 7756932.65, -364050.168, 286
1397835576.4898219108581542968750000, 7756926.682, -364049.441, 287
1397835577.1148130893707275390625000, 7756921.544, -364048.803, 288
1397835577.8648889064788818359375000, 7756915.679, -364048.076, 289
1397835578.6148309707641601562500000, 7756910.474, -364047.403, 290
1397835579.7398350238800048828125000, 7756905.071, -364046.715, 291
1397835581.3648509979248046875000000, 7756899.845, -364046.018, 292
1397835583.2398500442504882812500000, 7756894.565, -364045.308, 293
1397835584.7398920059204101562500000, 7756889.519, -364044.602, 294
1397835585.9898810386657714843750000, 7756884.318, -364043.898, 295
1397835587.1148889064788818359375000, 7756878.825, -364043.131, 296
1397835588.1148869991302490234375000, 7756873.548, -364042.437, 297
1397835589.1149330139160156250000000, 7756867.907, -364041.667, 298
1397835589.9899098873138427734375000, 7756862.865, -364040.906, 299
1397835590.8649508953094482421875000, 7756857.82, -364040.216, 300
1397835591.7398719787597656250000000, 7756852.703, -364039.503, 301
1397835592.7399320602416992187500000, 7756847.154, -364038.741, 302
1397835593.6149289608001708984375000, 7756842.086, -364038.061, 303
1397835594.7399580478668212890625000, 7756836.856, -364037.366, 304
1397835596.3649749755859375000000000, 7756831.651, -364036.611, 305
1397835597.9899749755859375000000000, 7756826.659, -364035.823, 306
1397835599.3649981021881103515625000, 7756821.223, -364034.923, 307
1397835600.4900050163269042968750000, 7756816.04, -364033.748, 308
1397835601.4900350570678710937500000, 7756810.932, -364032.315, 309
1397835602.4900250434875488281250000, 7756805.747, -364030.66, 310
1397835603.6150488853454589843750000, 7756800.396, -364028.798, 311
1397835604.6150250434875488281250000, 7756795.629, -364027.1, 312
1397835605.6150500774383544921875000, 7756790.715, -364025.464, 313
1397835606.8650550842285156250000000, 7756785.642, -364023.773, 314
1397835608.4900710582733154296875000, 7756780.884, -364022.185, 315
1397835611.4901139736175537109375000, 7756776.154, -364020.518, 316
1397835613.9901409149169921875000000, 7756771.104, -364018.769, 317
1397835615.3651130199432373046875000, 7756766.259, -364017.148, 318
1397835616.4901869297027587890625000, 7756761.451, -364015.469, 319
1397835617.4901518821716308593750000, 7756756.58, -364013.626, 320
1397835618.4902079105377197265625000, 7756751.294, -364011.516, 321
1397835619.3652019500732421875000000, 7756746.667, -364009.51, 322
1397835620.2401781082153320312500000, 7756741.944, -364007.338, 323
1397835621.1152219772338867187500000, 7756737.053, -364004.904, 324
1397835621.9901969432830810546875000, 7756732.007, -364002.287, 325
1397835622.8652191162109375000000000, 7756727.011, -363999.549, 326
1397835623.6151978969573974609375000, 7756722.661, -363997.051, 327
1397835624.4902150630950927734375000, 7756717.69, -363994.092, 328
1397835625.2402091026306152343750000, 7756713.25, -363991.348, 329
1397835625.9902019500732421875000000, 7756708.729, -363988.638, 330
1397835626.7401790618896484375000000, 7756704.365, -363986.011, 331
1397835627.4902369976043701171875000, 7756699.692, -363983.147, 332
1397835628.2402749061584472656250000, 7756695.117, -363980.263, 333
1397835628.9902570247650146484375000, 7756690.417, -363977.351, 334
1397835629.7402501106262207031250000, 7756685.704, -363974.363, 335
1397835630.4902729988098144531250000, 7756680.872, -363971.374, 336
1397835631.2403008937835693359375000, 7756676.065, -363968.414, 337
1397835631.9902420043945312500000000, 7756671.267, -363965.451, 338
1397835632.7402501106262207031250000, 7756666.438, -363962.485, 339
1397835633.4903120994567871093750000, 7756661.563, -363959.471, 340
1397835634.2402780055999755859375000, 7756656.695, -363956.476, 341
1397835634.9903299808502197265625000, 7756651.79, -363953.449, 342
1397835635.7402739524841308593750000, 7756646.724, -363950.324, 343
1397835636.4903619289398193359375000, 7756641.718, -363947.226, 344
1397835637.1153180599212646484375000, 7756637.455, -363944.578, 345
1397835637.7403309345245361328125000, 7756633.164, -363941.901, 346
1397835638.3653140068054199218750000, 7756628.799, -363939.19, 347
1397835638.9903390407562255859375000, 7756624.428, -363936.513, 348
1397835639.6153910160064697265625000, 7756620.088, -363933.83, 349
1397835640.2403430938720703125000000, 7756615.69, -363931.131, 350
1397835640.8653590679168701171875000, 7756611.402, -363928.418, 351
1397835641.4904000759124755859375000, 7756607.048, -363925.755, 352
1397835642.1153659820556640625000000, 7756602.741, -363923.08, 353
1397835642.7403409481048583984375000, 7756598.444, -363920.464, 354
1397835643.3653728961944580078125000, 7756594.056, -363917.827, 355
1397835644.1153850555419921875000000, 7756588.92, -363914.73, 356
1397835644.7403650283813476562500000, 7756584.582, -363912.115, 357
1397835645.3653481006622314453125000, 7756580.209, -363909.505, 358
1397835646.1153659820556640625000000, 7756575.204, -363906.414, 359
1397835646.8653969764709472656250000, 7756570.143, -363903.3, 360
1397835647.6153290271759033203125000, 7756565.134, -363900.232, 361
1397835648.3654050827026367187500000, 7756560.249, -363897.212, 362
1397835649.1154119968414306640625000, 7756555.863, -363894.39, 363
1397835649.9903950691223144531250000, 7756551.37, -363891.207, 364
1397835650.8654310703277587890625000, 7756547.311, -363887.939, 365
1397835651.8654570579528808593750000, 7756543.487, -363884.198, 366
1397835652.9904410839080810546875000, 7756540.119, -363880.305, 367
1397835654.2404839992523193359375000, 7756537.213, -363876.114, 368
1397835656.3655090332031250000000000, 7756534.723, -363871.581, 369
1397835659.4904921054840087890625000, 7756532.503, -363866.972, 370
1397835661.1155350208282470703125000, 7756530.403, -363862.121, 371
1397835662.3655340671539306640625000, 7756528.599, -363857.026, 372
1397835663.4906029701232910156250000, 7756527.164, -363851.537, 373
1397835664.4906029701232910156250000, 7756526.401, -363846.268, 374
1397835665.4905428886413574218750000, 7756526.231, -363841.081, 375
1397835666.4905400276184082031250000, 7756526.704, -363835.512, 376
1397835667.3655889034271240234375000, 7756527.285, -363830.475, 377
1397835668.3655960559844970703125000, 7756527.997, -363824.936, 378
1397835669.3656039237976074218750000, 7756528.649, -363819.877, 379
1397835670.2406399250030517578125000, 7756529.388, -363814.584, 380
1397835671.1155209541320800781250000, 7756530.15, -363809.267, 381
1397835671.9906380176544189453125000, 7756530.98, -363803.9, 382
1397835672.8656799793243408203125000, 7756531.73, -363798.758, 383
1397835673.8656430244445800781250000, 7756532.633, -363793.472, 384
1397835674.8656649589538574218750000, 7756533.919, -363787.932, 385
1397835675.8656439781188964843750000, 7756535.636, -363782.534, 386
1397835676.7406530380249023437500000, 7756537.542, -363777.865, 387
1397835677.6156949996948242187500000, 7756539.819, -363773.32, 388
1397835678.6156980991363525390625000, 7756542.642, -363768.627, 389
1397835679.6156189441680908203125000, 7756545.839, -363764.174, 390
1397835680.6156790256500244140625000, 7756549.497, -363760.069, 391
1397835681.6157219409942626953125000, 7756553.714, -363756.264, 392
1397835682.4907000064849853515625000, 7756557.841, -363752.912, 393
1397835683.3656830787658691406250000, 7756562.066, -363749.596, 394
1397835684.2407009601593017578125000, 7756566.509, -363746.136, 395
1397835685.1157329082489013671875000, 7756570.985, -363742.602, 396
1397835685.9907009601593017578125000, 7756575.52, -363739.053, 397
1397835686.7407410144805908203125000, 7756579.61, -363735.932, 398
1397835687.6158020496368408203125000, 7756584.22, -363732.325, 399
1397835688.4907360076904296875000000, 7756588.882, -363728.788, 400
1397835689.2407369613647460937500000, 7756592.899, -363725.665, 401
1397835689.9907829761505126953125000, 7756597.056, -363722.443, 402
1397835690.8657839298248291015625000, 7756601.603, -363718.897, 403
1397835691.7408180236816406250000000, 7756606.05, -363715.398, 404
1397835692.6158010959625244140625000, 7756610.632, -363711.809, 405
1397835693.4908690452575683593750000, 7756614.736, -363708.604, 406
1397835694.3657770156860351562500000, 7756618.986, -363705.279, 407
1397835695.2407960891723632812500000, 7756623.355, -363701.871, 408
1397835695.9908089637756347656250000, 7756627.606, -363698.566, 409
1397835696.7408099174499511718750000, 7756631.86, -363695.239, 410
1397835697.4908339977264404296875000, 7756636.356, -363691.775, 411
1397835698.2408509254455566406250000, 7756640.894, -363688.208, 412
1397835698.9907441139221191406250000, 7756645.479, -363684.598, 413
1397835699.7408490180969238281250000, 7756650.071, -363681.126, 414
1397835700.4907960891723632812500000, 7756654.442, -363677.819, 415
1397835701.2408349514007568359375000, 7756659.024, -363674.506, 416
1397835701.9908609390258789062500000, 7756663.498, -363671.461, 417
1397835702.7408659458160400390625000, 7756668.35, -363668.589, 418
1397835703.4908869266510009765625000, 7756673.24, -363666.001, 419
1397835704.2409050464630126953125000, 7756678.395, -363663.623, 420
1397835704.9908599853515625000000000, 7756683.485, -363661.551, 421
1397835705.7408699989318847656250000, 7756688.56, -363659.784, 422
1397835706.4908790588378906250000000, 7756693.916, -363658.131, 423
1397835707.2408800125122070312500000, 7756699.336, -363656.73, 424
1397835707.9908890724182128906250000, 7756704.773, -363655.578, 425
1397835708.7408940792083740234375000, 7756710.168, -363654.745, 426
1397835709.4909400939941406250000000, 7756715.622, -363654.197, 427
1397835710.2409288883209228515625000, 7756720.998, -363653.878, 428
1397835710.9909501075744628906250000, 7756726.112, -363653.831, 429
1397835711.7409329414367675781250000, 7756731.487, -363654.068, 430
1397835712.4909520149230957031250000, 7756736.577, -363654.477, 431
1397835713.2409269809722900390625000, 7756741.614, -363655.015, 432
1397835713.9909050464630126953125000, 7756746.597, -363655.578, 433
1397835714.8659970760345458984375000, 7756752.306, -363656.216, 434
1397835715.7409911155700683593750000, 7756757.791, -363656.865, 435
1397835716.4909989833831787109375000, 7756762.776, -363657.452, 436
1397835717.3659760951995849609375000, 7756768.191, -363658.103, 437
1397835718.2409811019897460937500000, 7756773.851, -363658.83, 438
1397835719.1159999370574951171875000, 7756779.44, -363659.549, 439
1397835719.9910230636596679687500000, 7756785.273, -363660.255, 440
1397835720.7410030364990234375000000, 7756790.431, -363660.881, 441
1397835721.4910449981689453125000000, 7756795.802, -363661.553, 442
1397835722.2409739494323730468750000, 7756801.167, -363662.208, 443
1397835722.9910380840301513671875000, 7756806.779, -363662.871, 444
1397835723.7409930229187011718750000, 7756812.354, -363663.571, 445
1397835724.4910259246826171875000000, 7756817.847, -363664.211, 446
1397835725.2410590648651123046875000, 7756823.4, -363664.94, 447
1397835725.9910728931427001953125000, 7756828.847, -363665.603, 448
1397835726.7410540580749511718750000, 7756834.262, -363666.286, 449
1397835727.4910690784454345703125000, 7756839.622, -363666.959, 450
