date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:35:34	21828/21828	---M--	200	added ('OK')	image/png	etag:%225544-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/carmen-logo-big.png	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/carmen-logo-big.png	(from )
15:35:34	4143/4143	---MC-	200	added ('OK')	text/html	etag:%22102f-479bb2cf5e3c0%22	http://carmen.sourceforge.net/links.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/links.html	(from http://carmen.sourceforge.net/)
15:35:35	7028/7028	---MC-	200	added ('OK')	text/html	etag:%221b74-479bb2cf5e3c0%22	http://carmen.sourceforge.net/logger_playback.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/logger_playback.html	(from http://carmen.sourceforge.net/)
15:35:35	16585/16585	---M--	200	added ('OK')	image/jpeg	etag:%2240c9-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/bnc1.jpg	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/bnc1.jpg	(from http://carmen.sourceforge.net/)
15:35:35	10648/10648	---MC-	200	added ('OK')	text/html	etag:%222998-479bb2cf5e3c0%22	http://carmen.sourceforge.net/map_editor.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/map_editor.html	(from http://carmen.sourceforge.net/)
15:35:35	9475/9475	---MC-	200	added ('OK')	text/html	etag:%222503-479bb2cf5e3c0%22	http://carmen.sourceforge.net/navigatorgui.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/navigatorgui.html	(from http://carmen.sourceforge.net/)
15:35:36	13288/13288	---M--	200	added ('OK')	image/gif	etag:%2233e8-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/simpanel.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/simpanel.gif	(from http://carmen.sourceforge.net/)
15:35:38	11380/11380	---M--	200	added ('OK')	image/gif	etag:%222c74-40b2c33e5b000%22	http://carmen.sourceforge.net/images/vasco1.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/vasco1.gif	(from http://carmen.sourceforge.net/)
15:35:39	4769/4769	---M--	200	added ('OK')	image/gif	etag:%2212a1-40b2c33e5b000%22	http://carmen.sourceforge.net/images/vasco3.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/vasco3.gif	(from http://carmen.sourceforge.net/)
15:35:39	10775/10775	---M--	200	added ('OK')	image/gif	etag:%222a17-40b2c33e5b000%22	http://carmen.sourceforge.net/images/vasco2.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/vasco2.gif	(from http://carmen.sourceforge.net/)
15:35:40	13178/13178	---M--	200	added ('OK')	image/gif	etag:%22337a-40b2c33c72b80%22	http://carmen.sourceforge.net/images/egrid.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/egrid.gif	(from http://carmen.sourceforge.net/)
15:35:40	3648/3648	---M--	200	added ('OK')	image/gif	etag:%22e40-40b2c33c72b80%22	http://carmen.sourceforge.net/images/robotgraph.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/robotgraph.gif	(from http://carmen.sourceforge.net/)
15:35:40	302/302	---M--	200	added ('OK')	text/html	etag:%2212e-410b19885bd40%22	http://carmen.sourceforge.net/doc/	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/index.html	(from http://carmen.sourceforge.net/)
15:35:40	1018/1018	---M--	200	added ('OK')	text/html	etag:%223fa-410b19885bd40%22	http://carmen.sourceforge.net/doc/tree.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/tree.html	(from http://carmen.sourceforge.net/)
15:35:40	18324/18324	---M--	200	added ('OK')	image/gif	etag:%224794-40b2c33c72b80%22	http://carmen.sourceforge.net/images/navpanel.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel.gif	(from http://carmen.sourceforge.net/)
15:35:41	2460/2460	---MC-	200	added ('OK')	text/html	etag:%2299c-410b1986738c0%22	http://carmen.sourceforge.net/doc/main.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/main.html	(from http://carmen.sourceforge.net/)
15:35:41	10935/10935	---M--	200	added ('OK')	image/gif	etag:%222ab7-40b2c33c72b80%22	http://carmen.sourceforge.net/images/param_edit.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/param_edit.gif	(from http://carmen.sourceforge.net/)
15:35:41	1702/1702	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202011%2017:37:13%20GMT	http://carmen.sourceforge.net/images/equation1.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/equation1.22.delayed	(from http://carmen.sourceforge.net/)
15:35:41	1702/1702	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202011%2017:37:13%20GMT	http://carmen.sourceforge.net/images/equation2.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/equation2.23.delayed	(from http://carmen.sourceforge.net/)
15:35:41	1709/1709	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202011%2017:37:14%20GMT	http://carmen.sourceforge.net/papers/thrun.robust-mcl.pdf	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/papers/thrun.robust-mcl.24.delayed	(from http://carmen.sourceforge.net/)
15:35:42	1709/1709	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202011%2017:37:14%20GMT	http://carmen.sourceforge.net/papers/thrun.mapping-tr.pdf	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/papers/thrun.mapping-tr.25.delayed	(from http://carmen.sourceforge.net/)
15:35:42	6705/6705	---M--	200	added ('OK')	image/gif	etag:%221a31-40b2c33e5b000%22	http://carmen.sourceforge.net/images/darpa_logo.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/darpa_logo.gif	(from http://carmen.sourceforge.net/intro.html)
15:35:42	1219/1219	---M--	200	added ('OK')	image/gif	etag:%224c3-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/cmulogo.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/cmulogo.gif	(from http://carmen.sourceforge.net/intro.html)
15:35:43	1106/1106	---M--	200	added ('OK')	image/gif	etag:%22452-40b2c33e5b000%22	http://carmen.sourceforge.net/images/ri-bar.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/ri-bar.gif	(from http://carmen.sourceforge.net/intro.html)
15:35:43	2792/2792	---M--	200	added ('OK')	image/gif	etag:%22ae8-40b2c33e5b000%22	http://carmen.sourceforge.net/images/playback_control.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/playback_control.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:43	2620/2620	---MC-	200	added ('OK')	text/html	etag:%22a3c-479bb2cf5e3c0%22	http://carmen.sourceforge.net/index.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/index-2.html	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:43	5304/5304	---M--	200	added ('OK')	image/gif	etag:%2214b8-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/map_editor1.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/map_editor1.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:44	2810/2810	---M--	200	added ('OK')	image/gif	etag:%22afa-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/map_editor2.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/map_editor2.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:44	9251/9251	---M--	200	added ('OK')	image/gif	etag:%222423-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/map_editor3.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/map_editor3.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:46	7592/7592	---M--	200	added ('OK')	image/gif	etag:%221da8-40b2c33c72b80%22	http://carmen.sourceforge.net/images/navpanel_falsegoal.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel_falsegoal.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:47	4788/4788	---M--	200	added ('OK')	image/gif	etag:%2212b4-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/navpanel_people.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel_people.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:48	4739/4739	---M--	200	added ('OK')	image/gif	etag:%221283-40b2c33c72b80%22	http://carmen.sourceforge.net/images/navpanel_util.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel_util.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:49	6241/6241	---M--	200	added ('OK')	image/gif	etag:%221861-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/me-help.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/me-help.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:49	34049/34049	---M--	200	added ('OK')	image/gif	etag:%228501-40b2c33c72b80%22	http://carmen.sourceforge.net/images/navpanel1.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel1.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:49	1475/1475	---M--	200	added ('OK')	image/gif	etag:%225c3-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/navpanel_cost.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel_cost.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:49	602/602	---M--	200	added ('OK')	image/gif	etag:%2225a-40b2c33c72b80%22	http://carmen.sourceforge.net/images/navpanel_parts.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel_parts.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:49	1134/1134	---M--	200	added ('OK')	image/gif	etag:%2246e-40b2c33c72b80%22	http://carmen.sourceforge.net/images/navpanel_gauss.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel_gauss.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:50	4853/4853	---M--	200	added ('OK')	image/gif	etag:%2212f5-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/navpanel_laser.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel_laser.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:50	1182/1182	---M--	200	added ('OK')	image/gif	etag:%2249e-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/navpanel_simtru.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/navpanel_simtru.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:50	7225/7225	---MC-	200	added ('OK')	text/css	etag:%221c39-410b19885bd40%22	http://carmen.sourceforge.net/doc/doxygen.css	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/doxygen.css	(from http://carmen.sourceforge.net/doc/)
15:35:50	2408/2408	---MC-	200	added ('OK')	text/html	etag:%22968-410b19885bd40%22	http://carmen.sourceforge.net/doc/tree-bin.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/tree-bin.html	(from http://carmen.sourceforge.net/doc/)
15:35:51	3153/3153	---MC-	200	added ('OK')	text/html	etag:%22c51-410b19885bd40%22	http://carmen.sourceforge.net/doc/tree-src.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/tree-src.html	(from http://carmen.sourceforge.net/doc/)
15:35:51	5839/5839	---MC-	200	added ('OK')	text/html	etag:%2216cf-410b198767b00%22	http://carmen.sourceforge.net/doc/params.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/params.html	(from http://carmen.sourceforge.net/doc/)
15:35:51	10756/10756	---MC-	200	added ('OK')	text/html	etag:%222a04-410b198767b00%22	http://carmen.sourceforge.net/doc/style.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/style.html	(from http://carmen.sourceforge.net/doc/)
15:35:51	68899/68899	---M--	200	added ('OK')	image/gif	etag:%2210d23-40b2c33d66dc0%22	http://carmen.sourceforge.net/images/map_editor4.gif	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/images/map_editor4.gif	(from http://carmen.sourceforge.net/using_carmen.html)
15:35:51	32196/32196	---MC-	200	added ('OK')	text/html	etag:%227dc4-410b198767b00%22	http://carmen.sourceforge.net/doc/messages.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/messages.html	(from http://carmen.sourceforge.net/doc/)
15:35:52	8223/8223	---MC-	200	added ('OK')	text/html	etag:%22201f-410b198767b00%22	http://carmen.sourceforge.net/doc/faq.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/faq.html	(from http://carmen.sourceforge.net/doc/)
15:35:52	9900/9900	---M--	200	added ('OK')	image/png	etag:%2226ac-410b19885bd40%22	http://carmen.sourceforge.net/doc/carmen-logo-tiny.png	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/carmen-logo-tiny.png	(from http://carmen.sourceforge.net/doc/)
15:35:52	1281/1281	---M--	200	added ('OK')	image/png	etag:%22501-410b19848b440%22	http://carmen.sourceforge.net/doc/doxygen.png	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/doxygen.png	(from http://carmen.sourceforge.net/doc/)
15:35:53	1455/1455	---MC-	200	added ('OK')	text/html	etag:%225af-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__base.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__base.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:53	931/931	---M--	200	added ('OK')	text/html	etag:%223a3-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__camera.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__camera.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:53	1150/1150	---MC-	200	added ('OK')	text/html	etag:%2247e-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__ipc.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__ipc.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:53	1032/1032	---MC-	200	added ('OK')	text/html	etag:%22408-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__gps.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__gps.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:54	792/792	---M--	200	added ('OK')	text/html	etag:%22318-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__hmap.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__hmap.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:54	1309/1309	---MC-	200	added ('OK')	text/html	etag:%2251d-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__joystick.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__joystick.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:54	1095/1095	---MC-	200	added ('OK')	text/html	etag:%22447-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__laser.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__laser.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:54	1780/1780	---MC-	200	added ('OK')	text/html	etag:%226f4-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__localize.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__localize.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:55	2294/2294	---MC-	200	added ('OK')	text/html	etag:%228f6-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__loggerplayback.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__loggerplayback.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:55	3498/3498	---MC-	200	added ('OK')	text/html	etag:%22daa-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__logtools.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__logtools.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:55	2750/2750	---MC-	200	added ('OK')	text/html	etag:%22abe-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__maptools.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__maptools.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:55	1844/1844	---MC-	200	added ('OK')	text/html	etag:%22734-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__navigator.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__navigator.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:56	865/865	---M--	200	added ('OK')	text/html	etag:%22361-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__pantilt.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__pantilt.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:56	3163/3163	---MC-	200	added ('OK')	text/html	etag:%22c5b-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__param__daemon.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__param__daemon.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:56	1302/1302	---MC-	200	added ('OK')	text/html	etag:%22516-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__proccontrol.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__proccontrol.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:56	1622/1622	---MC-	200	added ('OK')	text/html	etag:%22656-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__robot.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__robot.html	(from http://carmen.sourceforge.net/doc/tree.html)
15:35:57	2733/2733	---MC-	200	added ('OK')	text/html	etag:%22aad-410b198767b00%22	http://carmen.sourceforge.net/doc/binary__simulator.html	C:/Documents%20and%20Settings/PC/Meus%20documentos/Carmen%20Robot/Carmen%20Robot/carmen.sourceforge.net/doc/binary__simulator.html	(from http://carmen.sourceforge.net/doc/tree.html)
